provided by Gürkan Korkmaz,http://orcid.org/0000-0003-1911-027X
Sequence,TotalCDS,GenomicGC,GenomicOffTAG,GenomicOffTGA,GenomicOffTAA,Genomic Gs,Genomic Cs,Genomic As,Genomic Ts
03103GCF_000904175.1_ViralProj189218_Genomic.fna,1,0.4640030154542028,24,58,49,647,584,650,772
03104GCF_000904195.1_ViralMultiSegProj191884_Genomic.fna,10,0.4859521776259607,163,503,268,5212,6169,5179,6860
03105GCF_000904215.1_ViralProj192608_Genomic.fna,1,0.4383070301291248,12,23,31,275,336,411,372
03106GCF_000904235.1_ViralProj192853_Genomic.fna,1,0.40631260476716136,1716,4106,3144,36830,32736,51665,49982
03107GCF_000904255.1_ViralProj192867_Genomic.fna,1,0.31960725378218613,819,792,1389,7163,5597,15444,11720
03108GCF_000904275.1_ViralProj192872_Genomic.fna,1,0.4190739124256511,534,1010,973,10952,9692,16027,12590
03109GCF_000904295.1_ViralProj192926_Genomic.fna,1,0.6511558980438649,89,584,62,14188,12176,6847,7277
03110GCF_000904315.1_ViralProj193979_Genomic.fna,1,0.5246719160104987,65,143,80,2139,1859,1847,1775
03111GCF_000904335.1_ViralProj194138_Genomic.fna,1,0.4344269428248194,108,305,124,2749,2243,3732,2767
03112GCF_000904355.1_ViralProj194142_Genomic.fna,1,0.34816931057815204,171,304,348,2411,2220,4709,3961
03113GCF_000904375.1_ViralProj195473_Genomic.fna,1,0.5880240398710056,303,543,230,11771,12298,8096,8767
03114GCF_000904395.1_ViralProj195477_Genomic.fna,1,0.43896928749547093,540,960,960,10655,9941,13458,12865
03115GCF_000904415.1_ViralProj195481_Genomic.fna,1,0.3550435132707733,1780,2474,3876,22153,23703,41610,41690
03116GCF_000904435.1_ViralProj195485_Genomic.fna,1,0.5642537716841123,251,701,303,11642,11322,9198,8536
03117GCF_000904455.1_ViralProj195489_Genomic.fna,1,0.3602746048228914,2605,3883,5174,33101,41839,63600,69468
03118GCF_000904475.1_ViralProj195493_Genomic.fna,1,0.4245691340964201,1467,1402,1690,16517,16050,22516,21623
03119GCF_000904495.1_ViralProj195497_Genomic.fna,1,0.3393029466549968,870,989,1379,7899,7220,14653,14787
03120GCF_000904515.1_ViralProj195501_Genomic.fna,1,0.4735530142347976,321,1152,644,10780,10877,12317,11759
03121GCF_000904535.1_ViralProj195505_Genomic.fna,1,0.3776515507324054,3176,3421,4080,31501,36846,51029,61603
03122GCF_000904555.1_ViralProj195517_Genomic.fna,1,0.3794237970518842,770,710,1280,8133,9396,12646,16024
03123GCF_000904575.1_ViralProj195529_Genomic.fna,1,0.6342567274510174,248,741,44,16406,17228,9659,9736
03124GCF_000904595.1_ViralProj195533_Genomic.fna,1,0.4543372844827586,220,254,268,3434,3312,4130,3972
03125GCF_000904615.1_ViralProj195929_Genomic.fna,1,0.3851907255048616,12,23,33,274,241,442,380
03126GCF_000904635.1_ViralProj196417_Genomic.fna,1,0.44699570815450645,56,84,88,1125,958,1501,1076
03127GCF_000904655.1_ViralProj196421_Genomic.fna,1,0.5816362986780993,60,175,53,3408,3104,1859,2825
03128GCF_000904675.1_ViralProj196971_Genomic.fna,1,0.5322706065318819,33,101,45,1423,1315,1220,1186
03129GCF_000904695.1_ViralProj197297_Genomic.fna,1,0.6583919791767088,90,453,64,13381,13937,7650,6524
03130GCF_000904715.1_ViralProj198434_Genomic.fna,1,0.45756956547869465,406,521,611,6992,8235,8495,9556
03131GCF_000904735.1_ViralProj198478_Genomic.fna,1,0.42689577116987343,104,205,130,2213,1936,3202,2368
03132GCF_000904755.1_ViralMultiSegProj198686_Genomic.fna,2,0.40869201838696195,25,119,100,739,1217,1296,1534
03133GCF_000904775.1_ViralProj198869_Genomic.fna,1,0.5489864864864865,69,134,58,2457,2418,1975,2030
03134GCF_000904795.1_ViralProj184143_Genomic.fna,1,0.34543957443531526,2828,2965,5420,27907,30407,54532,55965
03135GCF_000904815.1_ViralProj184148_Genomic.fna,1,0.35384583061957686,1221,719,1585,9596,7246,18783,11972
03136GCF_000904835.1_ViralProj184152_Genomic.fna,1,0.3779005225678932,516,886,952,8088,5869,13182,9794
03137GCF_000904855.1_ViralProj184156_Genomic.fna,1,0.3406813627254509,662,896,1314,7861,6079,15177,11801
03138GCF_000904875.1_ViralProj184160_Genomic.fna,1,0.5015442443226311,851,3573,1417,40231,39828,40742,38824
03139GCF_000904895.1_ViralProj184164_Genomic.fna,1,0.5562310978081252,314,988,332,17779,17901,14183,14283
03140GCF_000904915.1_ViralProj184168_Genomic.fna,1,0.530642060745867,234,621,508,9956,10747,8905,9407
03141GCF_000904935.1_ViralMultiSegProj184815_Genomic.fna,2,0.41029641185647425,57,113,129,1088,1016,1441,1583
03142GCF_000904955.1_ViralProj185191_Genomic.fna,1,0.40705978371760865,72,79,99,1002,993,1443,1463
03143GCF_000904975.1_ViralProj185272_Genomic.fna,1,0.3508742714404663,354,566,820,5071,5464,9892,9598
03144GCF_000904995.1_ViralProj185314_Genomic.fna,1,0.41817743988441297,1569,3749,3348,36455,36481,50865,50613
03145GCF_000905015.1_ViralProj185318_Genomic.fna,1,0.4096590567838291,2822,2248,3388,28840,32547,39770,48692
03146GCF_000905035.1_ViralProj185777_Genomic.fna,1,0.5198370460477965,735,3871,1169,41102,40947,38846,36941
03147GCF_000905055.1_ViralProj186432_Genomic.fna,1,0.5197368421052632,10,33,12,405,464,454,349
03148GCF_000905075.1_ViralProj186952_Genomic.fna,1,0.5827054074921082,518,1664,344,30169,29454,21399,21299
03149GCF_000905095.1_ViralProj188533_Genomic.fna,1,0.5013663409459715,806,2509,1657,33874,37496,35083,35898
03150GCF_000905115.1_ViralProj188544_Genomic.fna,1,0.6417598149881615,101,465,86,11343,11967,7024,5988
03151GCF_000905135.1_ViralProj188548_Genomic.fna,1,0.4569767441860465,17,20,25,403,383,380,554
03152GCF_000905155.1_ViralProj188776_Genomic.fna,1,0.4334545454545455,27,70,48,635,557,714,844
03153GCF_000905175.1_ViralProj189216_Genomic.fna,1,0.46981627296587924,23,54,50,650,603,650,764
03154GCF_000905195.1_ViralProj191122_Genomic.fna,1,0.36876958220469097,1945,2952,4499,28179,30906,49740,51397
03155GCF_000905215.1_ViralProj192606_Genomic.fna,1,0.5288870008496177,11,53,9,626,619,560,549
03156GCF_000905235.1_ViralProj192610_Genomic.fna,1,0.49217566885411407,43,75,37,1019,931,1059,953
03157GCF_000905255.1_ViralProj192865_Genomic.fna,1,0.3344898056176037,2759,3192,4543,27517,21749,55833,42188
03158GCF_000905275.1_ViralProj192869_Genomic.fna,1,0.4780948494476346,336,444,626,8162,8240,9106,8799
03159GCF_000905295.1_ViralProj192874_Genomic.fna,1,0.4220869811358903,505,1126,891,11137,9739,15872,12711
03160GCF_000905315.1_ViralProj193977_Genomic.fna,1,0.5066469719350074,27,84,66,1401,1343,1335,1337
03161GCF_000905335.1_ViralProj193982_Genomic.fna,1,0.3863558450462804,29,20,85,451,676,1170,620
03162GCF_000905355.1_ViralProj194140_Genomic.fna,1,0.4449545113095735,144,269,148,2707,2624,3469,3181
03163GCF_000905375.1_ViralProj194144_Genomic.fna,1,0.44218084662269347,137,276,128,2697,2599,3466,3215
03164GCF_000905395.1_ViralProj195475_Genomic.fna,1,0.44055875505452763,595,1025,832,9717,8260,12041,10787
03165GCF_000905415.1_ViralProj195479_Genomic.fna,1,0.6227416298168036,203,530,89,12353,12292,7135,7795
03166GCF_000905435.1_ViralProj195483_Genomic.fna,1,0.4155060626699344,1512,4383,2886,38728,38751,55228,53762
03167GCF_000905455.1_ViralProj195487_Genomic.fna,1,0.4293096919341545,455,1131,867,9770,9503,13061,12559
03168GCF_000905495.1_ViralProj195495_Genomic.fna,1,0.355299998418147,1969,2624,3775,23269,21653,40836,40676
03169GCF_000905515.1_ViralProj195499_Genomic.fna,1,0.3923213455605798,946,786,1254,8464,10103,13080,15679
03170GCF_000905535.1_ViralProj195503_Genomic.fna,1,0.3724894427850448,690,583,1070,6611,7855,11323,13047
03171GCF_000905555.1_ViralProj195515_Genomic.fna,1,0.39393226588185093,2056,4649,3913,38342,33670,57702,53089
03172GCF_000905575.1_ViralProj195527_Genomic.fna,1,0.35934165038328575,3157,2060,4198,26246,21568,47491,37755
03173GCF_000905595.1_ViralProj195531_Genomic.fna,1,0.36630556593201347,357,562,787,5040,4766,8632,8332
03174GCF_000905615.1_ViralProj195535_Genomic.fna,1,0.5007737542556484,15,28,36,718,900,760,853
03175GCF_000905635.1_ViralProj196180_Genomic.fna,1,0.42521325133902005,98,254,155,2373,1914,3230,2565
03176GCF_000905655.1_ViralProj185428_Genomic.fna,1,0.5309956021334331,243,718,544,11467,11232,10116,9933
03177GCF_000905675.1_ViralMultiSegProj186431_Genomic.fna,4,0.5521935068518348,53,218,66,3291,2713,2060,2809
03178GCF_000905695.1_ViralProj186951_Genomic.fna,1,0.6033795911220068,415,934,243,21035,20314,13095,14085
03179GCF_000905715.1_ViralProj188466_Genomic.fna,1,0.3652499726506947,514,919,1105,7480,5875,12887,10322
03180GCF_000905735.1_ViralProj188543_Genomic.fna,1,0.6426962719588776,102,459,86,11867,12389,7331,6154
03181GCF_000905755.1_ViralProj188547_Genomic.fna,1,0.485363105602786,337,945,726,11726,11967,12518,12604
03182GCF_000905775.1_ViralProj189215_Genomic.fna,1,0.45949981336319523,25,46,49,610,621,671,777
03183GCF_000905795.1_ViralProj191121_Genomic.fna,1,0.47406277741105773,554,996,760,11542,9285,12097,11009
03184GCF_000905815.1_ViralProj192605_Genomic.fna,1,0.5019274012206875,18,77,27,970,2155,1345,1756
03185GCF_000905835.1_ViralProj192609_Genomic.fna,1,0.42308033388389443,2380,2859,3701,37167,39166,51557,52532
03186GCF_000905855.1_ViralProj192854_Genomic.fna,1,0.5959231312089464,199,572,178,10969,10986,7672,7215
03187GCF_000905875.1_ViralProj192868_Genomic.fna,1,0.3404851854491886,831,762,1326,8016,6314,15932,11825
03188GCF_000905895.1_ViralProj192873_Genomic.fna,1,0.418232949602444,536,1031,946,10966,9706,16096,12659
03189GCF_000905915.2_ViralProj192927_Genomic.fna,1,0.341719780834172,764,1028,1406,8631,6649,16793,12642
03190GCF_000905935.1_ViralProj193981_Genomic.fna,1,0.4264813460131675,17,27,32,312,271,410,374
03191GCF_000905955.1_ViralProj194139_Genomic.fna,1,0.4489093959731544,117,291,133,2773,2578,3402,3167
03192GCF_000905975.1_ViralProj194143_Genomic.fna,1,0.4348006990097362,128,292,164,2758,2467,3498,3294
03193GCF_000905995.1_ViralProj195474_Genomic.fna,1,0.42984681890799736,896,1991,930,16167,15851,20677,21792
03194GCF_000906015.1_ViralProj195478_Genomic.fna,1,0.38658142805062234,1547,1463,2279,14956,14735,23955,23158
03195GCF_000906035.1_ViralProj195482_Genomic.fna,1,0.39775998910633,2341,4166,4326,40603,41186,61991,61844
03196GCF_000906055.1_ViralProj195486_Genomic.fna,1,0.4734413610619082,834,825,621,10887,10763,11769,12310
03197GCF_000906075.1_ViralProj195490_Genomic.fna,1,0.6121983123445074,288,716,150,11749,12120,7274,7846
03198GCF_000906095.1_ViralProj195494_Genomic.fna,1,0.4225928338762215,435,742,790,7557,8660,10645,11513
03199GCF_000906115.1_ViralProj195498_Genomic.fna,1,0.3020210574212875,887,1770,2516,9991,13904,24870,30352
03200GCF_000906135.1_ViralProj195502_Genomic.fna,1,0.49069132584048597,348,890,467,10049,9903,10579,10130
03201GCF_000906155.1_ViralProj195506_Genomic.fna,1,0.39316567878274694,3674,3458,4369,34647,41037,54481,62334
03202GCF_000906175.1_ViralProj195518_Genomic.fna,1,0.39553251607448775,964,687,1069,8548,9230,11483,15686
03203GCF_000906195.1_ViralProj195530_Genomic.fna,1,0.36600170107477,345,552,782,4926,4541,8349,8050
03204GCF_000906215.1_ViralProj195534_Genomic.fna,1,0.3997831308590918,2985,2206,3855,28852,34562,42171,53036
03205GCF_000906235.1_ViralProj195931_Genomic.fna,1,0.39610647596344856,80,97,119,1006,988,1519,1521
03206GCF_000906255.1_ViralProj196418_Genomic.fna,1,0.3542569620883774,244,357,593,2980,4131,6969,5993
03207GCF_000906275.1_ViralProj196432_Genomic.fna,1,0.5198451113262342,21,50,25,587,487,452,540
03208GCF_000906295.1_ViralProj196972_Genomic.fna,1,0.37326892109500803,188,162,215,1688,1789,3270,2568
03209GCF_000906315.1_ViralProj197298_Genomic.fna,1,0.5621376856666583,87,990,300,11385,11209,9366,8233
03210GCF_000906335.1_ViralProj198435_Genomic.fna,1,0.40980609779983024,1417,2173,2309,22964,20975,32090,31190
03211GCF_000906355.1_ViralProj198479_Genomic.fna,1,0.5231562471227327,49,198,72,3019,2663,2586,2593
03212GCF_000906375.1_ViralMultiSegProj198687_Genomic.fna,2,0.4229001253656498,20,124,81,751,1273,1294,1468
03213GCF_000906395.1_ViralProj200956_Genomic.fna,1,0.5256149328371228,332,469,438,8946,9132,8289,8027
03214GCF_000906415.1_ViralProj202886_Genomic.fna,1,0.4607249091109397,65,239,71,1965,2217,2152,2743
03215GCF_000906435.1_ViralProj202890_Genomic.fna,1,0.44871794871794873,29,61,12,596,524,588,788
03216GCF_000906455.1_ViralMultiSegProj203281_Genomic.fna,2,0.5756457564575646,13,48,31,1059,1125,842,768
03217GCF_000906475.1_ViralProj185315_Genomic.fna,1,0.3914850412887505,1846,2565,3510,28489,29349,45436,44466
03218GCF_000906495.1_ViralProj185426_Genomic.fna,1,0.5487756452680345,66,102,55,2194,1952,1735,1674
03219GCF_000906515.1_ViralProj186429_Genomic.fna,1,0.4079820353169338,95,251,150,2272,1725,3197,2603
03220GCF_000906535.1_ViralProj186433_Genomic.fna,1,0.5110481586402267,17,18,16,450,452,526,337
03221GCF_000906575.1_ViralProj188535_Genomic.fna,1,0.6424142764718568,101,466,76,11620,12211,7166,6099
03222GCF_000906595.1_ViralProj188545_Genomic.fna,1,0.3304482160240403,782,1075,1544,9151,6464,17786,13853
03223GCF_000906635.1_ViralProj189210_Genomic.fna,1,0.457250702247191,219,518,264,5837,4581,6985,5381
03224GCF_000906655.1_ViralProj189217_Genomic.fna,1,0.4554234769687964,28,60,44,647,579,659,807
03225GCF_000906675.1_ViralProj191123_Genomic.fna,1,0.5090634441087614,36,84,36,1071,951,953,997
03226GCF_000906695.1_ViralProj192607_Genomic.fna,1,0.45467783036039316,28,56,48,657,592,676,822
03227GCF_000906715.1_ViralProj192611_Genomic.fna,1,0.5002366303833412,15,72,24,892,2279,1426,1742
03228GCF_000906735.1_ViralProj192866_Genomic.fna,1,0.31971112512179745,645,619,1122,6049,5107,12884,10854
03229GCF_000906755.1_ViralProj192871_Genomic.fna,1,0.4911332850791025,360,691,522,8493,10506,9025,10660
03230GCF_000906775.1_ViralProj192875_Genomic.fna,1,0.41690921414616644,521,1129,918,11108,9805,16320,12929
03231GCF_000906795.1_ViralProj193978_Genomic.fna,1,0.5133739406779662,88,124,80,2062,1815,1895,1780
03232GCF_000906815.1_ViralProj194137_Genomic.fna,1,0.4254247954688483,98,271,127,2547,2185,3431,2960
03233GCF_000906835.1_ViralProj194141_Genomic.fna,1,0.4194391849247137,101,273,131,2493,2159,3475,2964
03234GCF_000906855.1_ViralProj195472_Genomic.fna,1,0.589974104656276,214,633,207,12321,11829,8759,8025
03235GCF_000906875.1_ViralProj195476_Genomic.fna,1,0.5497621179403451,265,1531,268,15628,15687,12769,12877
03236GCF_000906895.1_ViralProj195480_Genomic.fna,1,0.6211970570689997,61,585,75,12474,12518,7948,7292
03237GCF_000906915.1_ViralProj195484_Genomic.fna,1,0.4302581609566904,3337,3887,2677,41106,44092,53762,59056
03238GCF_000906935.1_ViralProj195488_Genomic.fna,1,0.4215560533771112,1644,4418,2960,38996,34958,51668,49809
03239GCF_000906955.1_ViralProj195492_Genomic.fna,1,0.4248360901471604,1441,1459,1593,16076,16517,21575,22551
03240GCF_000906975.1_ViralProj195496_Genomic.fna,1,0.5403839600136318,169,280,287,7156,7115,6561,5577
03241GCF_000907015.1_ViralProj195504_Genomic.fna,1,0.371598528529312,696,733,1005,7729,6514,12886,11200
03242GCF_000907035.1_ViralProj195516_Genomic.fna,1,0.40494478605927786,943,878,1046,8940,10092,12521,15446
03243GCF_000907055.1_ViralProj195528_Genomic.fna,1,0.30011497491110384,3019,2402,5798,21982,17433,50416,41502
03244GCF_000907075.1_ViralProj195532_Genomic.fna,1,0.4129990554447744,1451,3236,2665,32569,34329,46331,48752
03245GCF_000907095.1_ViralProj195536_Genomic.fna,1,0.4128541375852781,430,1089,1023,11944,9055,17633,12231
03246GCF_000907115.1_ViralMultiSegProj196183_Genomic.fna,2,0.424795234549516,97,221,145,2350,2214,2787,3393
03247GCF_000907135.1_ViralProj196420_Genomic.fna,1,0.3631201434548715,253,370,555,3168,4122,6843,5943
03248GCF_000907155.1_ViralProj196970_Genomic.fna,1,0.4230952380952381,85,248,120,1916,1638,2408,2438
03249GCF_000907175.1_ViralProj197296_Genomic.fna,1,0.5863803038239916,195,832,190,14386,13599,10092,9648
03250GCF_000907195.1_ViralProj198433_Genomic.fna,1,0.3758410977842819,2160,2284,3873,24224,26884,42058,42817
03251GCF_000907215.1_ViralProj198437_Genomic.fna,1,0.39948212897561086,2798,3383,3395,33483,37948,52398,54980
03252GCF_000907235.1_ViralMultiSegProj198685_Genomic.fna,2,0.4109045331105076,24,122,78,752,1215,1299,1521
03253GCF_000907255.1_ViralProj198868_Genomic.fna,1,0.6101755007977309,71,141,51,3534,3350,1809,2589
03254GCF_000907275.1_ViralProj202315_Genomic.fna,1,0.4191924380971951,90,235,145,2362,1718,3085,2568
03255GCF_000907295.1_ViralProj202888_Genomic.fna,1,0.4302875864579541,25,57,59,611,571,726,839
03256GCF_000907315.1_ViralProj203090_Genomic.fna,1,0.505271695052717,55,144,70,1835,1903,1891,1769
03257GCF_000907335.1_ViralProj202316_Genomic.fna,1,0.40699088145896656,90,290,147,2398,1619,3049,2804
03258GCF_000907355.1_ViralProj202889_Genomic.fna,1,0.41466083150984684,25,61,52,595,542,736,869
03259GCF_000907375.1_ViralProj203280_Genomic.fna,1,0.5652439823511424,411,619,380,12686,13192,10046,9858
03260GCF_000907395.1_ViralProj203665_Genomic.fna,1,0.209965377351892,2999,3529,12014,24134,23896,90782,89940
03261GCF_000907415.1_ViralProj206023_Genomic.fna,1,0.3199293021961538,5561,8041,16446,73252,73911,156313,156510
03262GCF_000907435.1_ViralProj206027_Genomic.fna,1,0.6444934362160537,211,660,42,16124,16033,8676,9062
03263GCF_000907455.1_ViralProj206031_Genomic.fna,1,0.6283971264586263,222,754,70,16439,16626,9640,9913
03264GCF_000907495.1_ViralProj206039_Genomic.fna,1,0.4472346922498462,941,845,1113,9966,9660,12241,12016
03265GCF_000907515.1_ViralProj206470_Genomic.fna,1,0.3915094339622642,707,894,1226,9263,7254,13282,12389
03266GCF_000907535.1_ViralProj206474_Genomic.fna,1,0.6746583990348195,205,1368,85,46649,49533,25988,20394
03267GCF_000907555.1_ViralProj206478_Genomic.fna,1,0.6469149207971385,305,1803,210,49194,52087,30459,24820
03268GCF_000907575.1_ViralProj206482_Genomic.fna,1,0.6101011994002998,331,756,110,15738,16817,10103,10702
03269GCF_000907595.1_ViralProj206486_Genomic.fna,1,0.43491386158839684,1256,3625,3014,38685,37959,49940,49644
03270GCF_000907615.1_ViralProj206490_Genomic.fna,1,0.5709665731807142,584,1174,391,21312,21237,15119,16853
03271GCF_000907635.1_ViralProj206494_Genomic.fna,1,0.6659131921360053,278,492,95,17742,17315,9645,7943
03272GCF_000907655.1_ViralProj206498_Genomic.fna,1,0.6812723321177294,75,421,103,19054,17935,9589,7716
03273GCF_000907675.1_ViralProj207837_Genomic.fna,1,0.6029635612438259,145,455,121,10175,9235,7379,5402
03274GCF_000907695.1_ViralProj208540_Genomic.fna,1,0.46104235663238624,70,102,62,1252,1393,1714,1378
03275GCF_000907715.1_ViralProj209065_Genomic.fna,1,0.393338856089422,1944,4337,3408,36334,31089,52935,51054
03276GCF_000907735.1_ViralProj209073_Genomic.fna,1,0.43152991897145715,1980,1477,2255,21634,23208,30064,29008
03277GCF_000907755.1_ViralProj209077_Genomic.fna,1,0.6424638154314942,176,620,55,14656,14862,8158,8269
03278GCF_000907775.1_ViralProj209210_Genomic.fna,1,0.3673155966581781,2747,3897,4413,35969,29804,61701,51590
03279GCF_000907795.1_ViralProj209358_Genomic.fna,1,0.4429640018700327,68,173,151,1795,1995,2217,2549
03280GCF_000907815.1_ViralProj209362_Genomic.fna,1,0.6171450009379104,28,70,24,1514,1776,967,1074
03281GCF_000907835.1_ViralMultiSegProj209367_Genomic.fna,11,0.3705911851562935,213,430,394,3412,3239,6118,5178
03282GCF_000907855.1_ViralProj210796_Genomic.fna,1,0.36772216547497444,157,303,283,2072,1888,3691,3118
03283GCF_000907875.1_ViralProj210929_Genomic.fna,1,0.44328034682080925,29,50,51,659,568,725,816
03284GCF_000907895.1_ViralProj212710_Genomic.fna,1,0.33321061230124943,678,995,1394,8232,6249,16208,12770
03285GCF_000907915.1_ViralProj212714_Genomic.fna,1,0.5283932353831153,109,687,391,8240,7476,7075,6952
03286GCF_000907935.1_ViralProj212718_Genomic.fna,1,0.5655681456809547,253,874,534,17232,16559,13343,12613
03287GCF_000907955.1_ViralProj212944_Genomic.fna,1,0.3634256060675848,990,1046,1953,12291,11380,22110,19352
03288GCF_000907975.1_ViralProj212949_Genomic.fna,1,0.5630917222175343,347,925,527,16314,17052,12510,13379
03289GCF_000907995.1_ViralProj212953_Genomic.fna,1,0.32875046634701743,1291,1147,2503,12807,10985,25834,22745
