Sequence,TotalCDS,Uncounted,%Uncounted,TGA,TAG,TAA,TGA,TAG,TAA,CDSGC,TGA,TAG,TAA,TGA,TAG,TAA,G,C,A,T,CDS Size,Sequence,TotalFASTAsequences,GenomicGC,TAG,TGA,TAA,G,C,A,T,Equal Sequence,Genomic Size,NonCoding Size,%gOffTAG,%gOffTGA,%gOffTAA,NonCoding%,NonCodingG+C,NoncodingA+T,NonCoding%GC,TAG,TGA,TAG
00372GCF_000978965.1_gtlEnvA5udCFS.fna,3569,193,0.054076772,1431,106,1839,0.423874408,0.031398104,0.544727488,0.441667186,71101,22481,50323,0.494082902,0.156221118,0.34969598,749086,646702,965441,799042,3.16E+06,00372GCF_000978965.1_gtlEnvA5udCFS.fna,156,0.414581543,32445,77735,83157,864850,861725,1222488,1215558,TRUE,4164621,1004350,0.167815783,0.402069961,0.430114256,0.241162401,330787,673563,0.329354309,9964,6634,32834
00373GCF_000979015.1_gtlEnvA5udCFS.fna,3421,159,0.046477638,1392,111,1759,0.426732066,0.034028204,0.53923973,0.443914844,67892,21011,46956,0.499723979,0.154652986,0.345623036,717970,620182,916086,760196,3.01E+06,00373GCF_000979015.1_gtlEnvA5udCFS.fna,159,0.416125039,30388,74677,79306,832510,824363,1169580,1155218,TRUE,3981671,967237,0.164819847,0.405036584,0.430143569,0.242922381,318721,648516,0.329516964,9377,6785,32350
00374GCF_000979025.1_gtlEnvA5udCFS.fna,3440,179,0.052034884,1393,103,1765,0.42716958,0.031585403,0.541245017,0.444687431,68393,21054,47246,0.500340178,0.154023981,0.345635841,725792,627664,922814,767342,3.04E+06,00374GCF_000979025.1_gtlEnvA5udCFS.fna,167,0.416901665,30437,73915,79091,835241,838146,1166173,1174305,TRUE,4013865,970253,0.165920749,0.402931701,0.43114755,0.241725369,319931,650322,0.329739769,9383,5522,31845
00375GCF_000979035.1_gtlEnvA5udCFS.fna,3592,250,0.069599109,1412,109,1821,0.422501496,0.0326152,0.544883303,0.441746473,70501,22286,49801,0.494438522,0.156296463,0.349265015,743184,641541,956383,793552,3.13E+06,00375GCF_000979035.1_gtlEnvA5udCFS.fna,211,0.414613704,32420,76733,82982,857361,854761,1215738,1201579,TRUE,4129439,994779,0.168735525,0.399370234,0.431894241,0.240899309,327397,667382,0.329115311,10134,6232,33181
00376GCF_000979045.1_gtlEnvA5udCFS.fna,3520,179,0.050852273,1411,101,1829,0.422328644,0.03023047,0.547440886,0.441708309,70482,22272,49825,0.494336473,0.156208137,0.34945539,742493,640952,955846,792742,3.13E+06,00376GCF_000979045.1_gtlEnvA5udCFS.fna,136,0.414642596,31966,76382,82522,853058,856037,1201243,1211513,TRUE,4121851,989818,0.167475245,0.400178132,0.432346623,0.2401392,325650,664168,0.328999877,9694,5900,32697
00377GCF_000979095.1_gtlEnvA5udCFS.fna,3431,183,0.053337219,1380,105,1763,0.424876847,0.032327586,0.542795567,0.444692792,68206,21002,47085,0.500436559,0.154094488,0.345468953,723810,625910,920293,765161,3.04E+06,00377GCF_000979095.1_gtlEnvA5udCFS.fna,199,0.416818143,30228,74553,79002,836570,832106,1168791,1165900,TRUE,4003367,968193,0.164476584,0.405657759,0.429865657,0.241844677,318956,649237,0.329434317,9226,6347,31917
00378GCF_000979105.1_gtlEnvA5udCFS.fna,3456,157,0.045428241,1397,114,1788,0.423461655,0.034555926,0.541982419,0.442535348,69153,21696,48443,0.496460673,0.155759125,0.347780203,731330,632190,940284,777351,3.08E+06,00378GCF_000979105.1_gtlEnvA5udCFS.fna,124,0.415384904,31345,74678,80614,840079,841942,1187079,1180207,TRUE,4049307,968152,0.167946334,0.400124305,0.43192936,0.239090788,318501,649651,0.328978301,9649,5525,32171
00379GCF_000979115.1_gtlEnvA5udCFS.fna,3446,193,0.056006965,1379,110,1764,0.423916385,0.03381494,0.542268675,0.444917385,67700,20910,46767,0.500084948,0.154457552,0.3454575,719881,622461,913896,760821,3.02E+06,00379GCF_000979115.1_gtlEnvA5udCFS.fna,238,0.417424103,30098,74325,77922,831076,826728,1155704,1158002,TRUE,3971510,954451,0.165060737,0.40760646,0.427332803,0.240324461,315462,638989,0.330516705,9188,6625,31155
00380GCF_000979125.1_gtlEnvA5udCFS.fna,3517,193,0.054876315,1418,110,1796,0.426594465,0.033092659,0.540312876,0.443983627,69182,21441,48145,0.498544333,0.154509685,0.346945982,733580,634334,935858,777229,3.08E+06,00380GCF_000979125.1_gtlEnvA5udCFS.fna,164,0.416141825,31610,75156,80912,847673,846998,1187734,1189935,TRUE,4072340,991339,0.168426774,0.400451838,0.431121389,0.243432277,326757,664582,0.329611768,10169,5974,32767
00381GCF_000979175.1_gtlEnvA5udCFS.fna,3570,243,0.068067227,1400,116,1811,0.420799519,0.034866246,0.544334235,0.443253088,69512,21800,48672,0.496571037,0.155732084,0.34769688,736241,636692,941825,782644,3.10E+06,00381GCF_000979175.1_gtlEnvA5udCFS.fna,205,0.415730807,31840,75847,81720,850934,847407,1199952,1186901,TRUE,4085194,987792,0.168103608,0.400444545,0.431451847,0.241798064,325408,662384,0.329429678,10040,6335,33048
00382GCF_000979185.1_gtlEnvA5udCFS.fna,3446,185,0.053685432,1386,110,1765,0.425022999,0.033731984,0.541245017,0.443584984,67923,21117,47360,0.497969208,0.154816716,0.347214076,719432,620703,918827,762184,3.02E+06,00382GCF_000979185.1_gtlEnvA5udCFS.fna,123,0.415752429,30514,73359,79286,828051,830131,1160468,1169738,TRUE,3988388,967242,0.16659842,0.400520859,0.432880721,0.24251452,318047,649195,0.328818434,9397,5436,31926
00383GCF_000979195.1_gtlEnvA5udCFS.fna,3541,203,0.057328438,1405,116,1817,0.420910725,0.034751348,0.544337927,0.443586256,69560,21745,48672,0.496938783,0.15534695,0.347714267,737324,637824,942148,782773,3.10E+06,00383GCF_000979195.1_gtlEnvA5udCFS.fna,171,0.416103957,31556,75631,81308,850058,852314,1189962,1198884,TRUE,4091218,991149,0.167410276,0.401236107,0.431353617,0.242262573,327224,663925,0.330146123,9811,6071,32636
00384GCF_000979205.1_gtlEnvA5udCFS.fna,3948,538,0.13627153,1402,145,1863,0.411143695,0.042521994,0.546334311,0.439649527,72245,24781,52527,0.483072891,0.165700454,0.351226655,762820,654454,988492,817879,3.22E+06,00384GCF_000979205.1_gtlEnvA5udCFS.fna,374,0.413537542,34654,78311,85814,877338,873056,1240586,1241753,TRUE,4232733,1009088,0.174334311,0.393960127,0.431705562,0.238401052,333120,675968,0.330119871,9873,6066,33287
00385GCF_000979255.1_gtlEnvA5udCFS.fna,3526,198,0.056154282,1403,114,1811,0.421574519,0.034254808,0.544170673,0.443224645,69525,21775,48662,0.496741973,0.155577943,0.347680085,736164,636766,942076,782588,3.10E+06,00385GCF_000979255.1_gtlEnvA5udCFS.fna,155,0.415700601,31773,75344,81536,847211,849222,1193129,1191339,TRUE,4080901,983307,0.168420327,0.399378754,0.432200919,0.240953407,323503,659804,0.328994912,9998,5819,32874
00386GCF_000979265.1_gtlEnvA5udCFS.fna,3652,213,0.058324206,1473,120,1846,0.428322187,0.034893864,0.536783949,0.442980521,71651,22465,50209,0.496455915,0.155655638,0.347888446,757853,654978,970754,805790,3.19E+06,00386GCF_000979265.1_gtlEnvA5udCFS.fna,263,0.416245567,32826,77932,83193,873326,869679,1230566,1213873,TRUE,4187444,998069,0.169248934,0.401812829,0.428938237,0.238348023,330174,667895,0.3308128,10361,6281,32984
00387GCF_000979275.1_gtlEnvA5udCFS.fna,3518,181,0.051449687,1400,117,1820,0.419538508,0.035061432,0.54540006,0.4431685,69542,21810,48719,0.496476787,0.155706749,0.347816465,736458,636868,942339,783215,3.10E+06,00387GCF_000979275.1_gtlEnvA5udCFS.fna,154,0.415746967,31577,75660,81264,847787,849157,1187787,1196944,TRUE,4081675,982795,0.167516353,0.401377181,0.431106466,0.240782277,323618,659177,0.32928332,9767,6118,32545
00388GCF_000979295.1_gtlEnvA5udCFS.fna,3402,313,0.092004703,1434,98,1557,0.464227905,0.031725478,0.504046617,0.458178421,63660,19396,41125,0.512638809,0.156191366,0.331169825,710504,628823,863837,719992,2.92E+06,00388GCF_000979295.1_gtlEnvA5udCFS.fna,160,0.431454258,30302,70031,69018,832962,824775,1102576,1081895,TRUE,3842208,919052,0.178930151,0.413525754,0.407544095,0.239198919,318410,600642,0.346454825,10906,6371,27893
00389GCF_000979335.1_gtlEnvA5udCFS.fna,3537,214,0.060503251,1394,115,1814,0.419500451,0.034607283,0.545892266,0.443234592,69439,21771,48611,0.496627831,0.155706224,0.347665944,735389,635997,940855,781800,3.09E+06,00389GCF_000979335.1_gtlEnvA5udCFS.fna,189,0.415741295,31724,75764,81231,848802,846554,1192470,1190085,TRUE,4077911,983870,0.168101781,0.401464611,0.430433608,0.241268139,323970,659900,0.329281307,9953,6325,32620
00390GCF_000979345.1_gtlEnvA5udCFS.fna,3637,188,0.051690954,1478,122,1849,0.428530009,0.035372572,0.53609742,0.442809614,71680,22493,50257,0.496295783,0.155736343,0.347967874,757895,654909,971148,806593,3.19E+06,00390GCF_000979345.1_gtlEnvA5udCFS.fna,146,0.415563611,32768,78158,83970,873946,870824,1237825,1215968,TRUE,4198563,1008018,0.168130695,0.401024136,0.430845169,0.24008643,331966,676052,0.329325468,10275,6478,33713
00391GCF_000979375.1_gtlEnvA5udCFS.fna,3527,166,0.047065495,1430,111,1820,0.425468611,0.033025885,0.541505504,0.442404371,69238,21652,48707,0.495984871,0.15510362,0.34891151,734758,635417,940643,786292,3.10E+06,00391GCF_000979375.1_gtlEnvA5udCFS.fna,136,0.41531359,31732,76195,82141,852652,846697,1200415,1191961,TRUE,4091725,994615,0.166950776,0.400882842,0.432166383,0.24307963,329174,665441,0.330956199,10080,6957,33434
00392GCF_000979385.1_gtlEnvA5udCFS.fna,3346,209,0.062462642,1446,83,1608,0.460949952,0.0264584,0.512591648,0.455790112,64856,20019,42474,0.509277654,0.157197936,0.333524409,717199,633236,880672,731737,2.96E+06,00392GCF_000979385.1_gtlEnvA5udCFS.fna,94,0.429322672,30459,71066,69997,838027,839356,1111852,1117810,TRUE,3907045,944201,0.177580719,0.414325859,0.408093422,0.241666272,326948,617253,0.346269491,10440,6210,27523
00393GCF_000979415.1_gtlEnvA5udCFS.fna,3783,509,0.134549299,1496,92,1686,0.456933415,0.028100183,0.514966402,0.453927642,67921,21118,44807,0.50745633,0.157778342,0.334765327,748080,661472,920397,775286,3.11E+06,00393GCF_000979415.1_gtlEnvA5udCFS.fna,352,0.427884038,32472,74201,74898,875745,870211,1177526,1156960,TRUE,4080442,975207,0.178839132,0.408661075,0.412499793,0.238995432,336404,638803,0.344956507,11354,6280,30091
00394GCF_000979425.1_gtlEnvA5udCFS.fna,3544,242,0.068284424,1507,87,1708,0.456390067,0.026347668,0.517262265,0.453848099,68433,21234,45108,0.507757373,0.157551475,0.334691152,751703,664171,925072,778763,3.12E+06,00394GCF_000979425.1_gtlEnvA5udCFS.fna,92,0.427809426,32106,74609,74480,873308,873695,1170924,1165674,TRUE,4083601,963892,0.17719032,0.41176081,0.41104887,0.236039711,331129,632763,0.3435333,10872,6176,29372
00395GCF_000979455.1_gtlEnvA5udCFS.fna,3507,209,0.059595096,1505,86,1707,0.456337174,0.02607641,0.517586416,0.453927829,68321,21162,45018,0.507959049,0.15733712,0.334703831,750304,662683,923076,776738,3.11E+06,00395GCF_000979455.1_gtlEnvA5udCFS.fna,54,0.427750362,31925,74300,74138,871574,871291,1160285,1171341,TRUE,4074491,961690,0.177004153,0.411947018,0.411048829,0.236027028,329878,631812,0.34301906,10763,5979,29120
00396GCF_000979475.1_gtlEnvA5udCFS.fna,3507,202,0.057599088,1507,89,1709,0.455975794,0.026928896,0.51709531,0.453835692,68235,21170,44988,0.507727337,0.157523085,0.334749578,749926,662550,922729,777102,3.11E+06,00396GCF_000979475.1_gtlEnvA5udCFS.fna,69,0.427768068,31986,74205,74405,870202,870758,1164792,1164117,TRUE,4069869,957562,0.177113557,0.410889499,0.411996943,0.235280792,328484,629078,0.343042017,10816,5970,29417
00397GCF_000979495.1_gtlEnvA5udCFS.fna,3702,314,0.084819017,1429,113,1846,0.421782763,0.033353011,0.544864227,0.443396042,69977,21878,48782,0.497571763,0.155563614,0.346864623,741158,640210,948278,785781,3.12E+06,00397GCF_000979495.1_gtlEnvA5udCFS.fna,267,0.416483302,31844,76057,81797,853965,854836,1201285,1192842,TRUE,4102928,987501,0.16786682,0.400937279,0.431195901,0.24068202,327433,660068,0.331577386,9966,6080,33015
00398GCF_000979505.1_gtlEnvA5udCFS.fna,3498,174,0.04974271,1412,115,1797,0.42478941,0.034596871,0.540613718,0.443579476,69398,21753,48661,0.496366549,0.155587503,0.348045947,733626,636933,938579,780633,3.09E+06,00398GCF_000979505.1_gtlEnvA5udCFS.fna,167,0.415236082,31364,75755,81224,847681,845746,1191017,1193783,TRUE,4078227,988456,0.166525966,0.402218293,0.431255741,0.242373953,322868,665588,0.326638717,9611,6357,32563
00399GCF_000979515.1_gtlEnvA5udCFS.fna,3554,241,0.067810917,1423,108,1782,0.429520072,0.032598853,0.537881075,0.444193329,69223,21428,48092,0.498929676,0.154443828,0.346626496,734313,634996,936119,777259,3.08E+06,00399GCF_000979515.1_gtlEnvA5udCFS.fna,209,0.416307242,31220,74863,80927,845928,851019,1182717,1196525,TRUE,4076189,993502,0.166942944,0.400315491,0.432741565,0.243733056,327638,665864,0.329780916,9792,5640,32835
00400GCF_000979555.1_gtlEnvA5udCFS.fna,3530,212,0.060056657,1418,109,1791,0.427365883,0.032851115,0.539783002,0.444146608,69252,21432,48142,0.498840275,0.154380303,0.346779422,734488,635134,936432,777662,3.08E+06,00400GCF_000979555.1_gtlEnvA5udCFS.fna,185,0.416223696,31232,75153,80740,847148,850586,1184856,1196308,TRUE,4078898,995182,0.166904476,0.401619238,0.431476286,0.243983056,328112,667070,0.329700497,9800,5901,32598
00401GCF_000979575.1_gtlEnvA5udCFS.fna,3468,169,0.048731257,1413,107,1779,0.42831161,0.032434071,0.539254319,0.444718059,68686,21256,47767,0.498776405,0.154354472,0.346869123,732311,630270,929363,771977,3.06E+06,00401GCF_000979575.1_gtlEnvA5udCFS.fna,160,0.416397311,30949,74783,80388,842186,841173,1181247,1178069,TRUE,4042675,978754,0.166285192,0.401799914,0.431914894,0.242105537,320778,657976,0.327741189,9693,6097,32621
00402GCF_000979585.1_gtlEnvA5udCFS.fna,3456,170,0.049189815,1401,106,1779,0.42635423,0.032258065,0.541387705,0.444151396,68380,21158,47621,0.498545484,0.154258926,0.347195591,725551,627228,925340,767642,3.05E+06,00402GCF_000979585.1_gtlEnvA5udCFS.fna,142,0.416244457,30881,74110,79925,836995,839810,1170211,1181398,TRUE,4028414,982653,0.167000151,0.400776569,0.43222328,0.24393049,324026,658627,0.329746106,9723,5730,32304
00403GCF_000979595.1_gtlEnvA5udCFS.fna,3567,196,0.054948136,1434,104,1833,0.425393058,0.030851379,0.543755562,0.441872399,71091,22428,50253,0.494470411,0.155996995,0.349532593,749090,646750,964291,798790,3.16E+06,00403GCF_000979595.1_gtlEnvA5udCFS.fna,163,0.414925483,32793,76567,83427,862235,862904,1216873,1215696,TRUE,4157708,998787,0.170099644,0.397158522,0.432741834,0.240225384,329299,669488,0.329698925,10365,5476,33174
00404GCF_000979635.1_gtlEnvA5udCFS.fna,3559,190,0.053385783,1435,105,1829,0.425942416,0.031166518,0.542891066,0.441706958,71097,22471,50323,0.494103175,0.156166821,0.349730004,748923,646636,964747,799162,3.16E+06,00404GCF_000979635.1_gtlEnvA5udCFS.fna,139,0.41465928,33070,77084,83902,864936,860120,1226819,1208302,TRUE,4160177,1000709,0.170414726,0.397225543,0.432359731,0.240544813,329497,671212,0.329263552,10599,5987,33579
00405GCF_000979655.1_gtlEnvA5udCFS.fna,3693,439,0.118873545,1384,113,1757,0.42532268,0.03472649,0.53995083,0.444212893,67652,21227,47204,0.497137776,0.155985685,0.346876539,719933,622959,916188,764002,3.02E+06,00405GCF_000979655.1_gtlEnvA5udCFS.fna,349,0.416365211,31045,74194,80131,836592,833488,1175525,1165489,TRUE,4011094,988012,0.167475859,0.400248152,0.432275989,0.246319832,327188,660824,0.331157921,9818,6542,32927
00406GCF_000979665.1_gtlEnvA5udCFS.fna,3536,180,0.050904977,1419,117,1820,0.422824791,0.034862932,0.542312277,0.442262597,69912,22139,49277,0.494679044,0.156649779,0.348671176,738356,637668,947096,788208,3.11E+06,00406GCF_000979665.1_gtlEnvA5udCFS.fna,162,0.414671049,32553,76437,82215,853489,850673,1205212,1200298,TRUE,4109672,998344,0.170251824,0.399764651,0.429983526,0.242925469,328138,670206,0.328682298,10414,6525,32938
00407GCF_000979675.1_gtlEnvA5udCFS.fna,3531,182,0.051543472,1427,110,1812,0.426097342,0.032845626,0.541057032,0.442839747,69620,21800,48849,0.496332048,0.155415666,0.348252287,735890,635102,943219,781699,3.10E+06,00407GCF_000979675.1_gtlEnvA5udCFS.fna,182,0.41534403,31195,75513,81251,850707,850484,1189152,1205517,TRUE,4095860,999950,0.165967046,0.40175251,0.432280444,0.244136762,330199,669751,0.330215511,9395,5893,32402
00408GCF_000979685.1_gtlEnvA5udCFS.fna,3546,183,0.051607445,1429,104,1830,0.424918228,0.03092477,0.544157003,0.441818283,70046,22167,49452,0.49444817,0.156474782,0.349077048,739730,639928,951817,791207,3.12E+06,00408GCF_000979685.1_gtlEnvA5udCFS.fna,157,0.414368404,32504,76668,83109,856055,852659,1212319,1202626,TRUE,4123659,1000977,0.169044263,0.398728944,0.432226793,0.242740003,329056,671921,0.328734826,10337,6622,33657
00409GCF_000979735.1_gtlEnvA5udCFS.fna,3519,173,0.049161694,1430,108,1808,0.427375971,0.032277346,0.540346683,0.442947262,69628,21793,48837,0.496428011,0.155377946,0.348194042,736237,635440,943351,781677,3.10E+06,00409GCF_000979735.1_gtlEnvA5udCFS.fna,186,0.415699267,31761,75171,81601,849934,851637,1195305,1196398,TRUE,4093274,996569,0.168463876,0.398715344,0.432820779,0.243465011,329894,666675,0.331029763,9968,5543,32764
00410GCF_000979745.1_gtlEnvA5udCFS.fna,3476,239,0.068757192,1377,102,1758,0.425393883,0.031510658,0.543095459,0.444592559,68182,21010,47112,0.500220096,0.154140744,0.34563916,723680,625738,920163,765598,3.04E+06,00410GCF_000979745.1_gtlEnvA5udCFS.fna,222,0.416625791,30377,73745,79575,832950,836070,1166532,1170489,TRUE,4006041,970862,0.165364704,0.401449125,0.433186171,0.242349492,319602,651260,0.329194056,9367,5563,32463
00411GCF_000979755.1_gtlEnvA5udCFS.fna,3539,196,0.055382877,1411,112,1820,0.42207598,0.033502842,0.544421179,0.441285466,69970,22096,49512,0.494215203,0.156069446,0.349715351,738141,637923,949609,792635,3.12E+06,00411GCF_000979755.1_gtlEnvA5udCFS.fna,167,0.414240474,32335,77194,83301,857066,849961,1215192,1198641,TRUE,4120860,1002552,0.167686563,0.400321527,0.43199191,0.243287081,330963,671589,0.330120532,10239,7224,33789
00412GCF_000979765.1_gtlEnvA5udCFS.fna,3522,180,0.051107325,1412,104,1826,0.422501496,0.03111909,0.546379414,0.441680696,70532,22289,49859,0.494336978,0.156216709,0.349446313,742966,641487,956567,793491,3.13E+06,00412GCF_000979765.1_gtlEnvA5udCFS.fna,136,0.414654934,31929,77029,82537,856694,853882,1203491,1211233,TRUE,4125300,990789,0.166735424,0.402250712,0.431013865,0.240173806,326123,664666,0.329154845,9640,6497,32678
00413GCF_000979815.1_gtlEnvA5udCFS.fna,3487,159,0.045597935,1420,108,1800,0.426682692,0.032451923,0.540865385,0.442881611,69265,21673,48617,0.496327613,0.155300777,0.34837161,732352,631889,938846,777287,3.08E+06,00413GCF_000979815.1_gtlEnvA5udCFS.fna,128,0.415384151,31561,74693,81663,844986,847650,1195522,1186711,TRUE,4074869,994495,0.167951809,0.397478674,0.434569517,0.244055698,328395,666100,0.330212822,9888,5428,33046
00414GCF_000979825.1_gtlEnvA5udCFS.fna,3515,175,0.049786629,1428,106,1806,0.42754491,0.031736527,0.540718563,0.442847845,69527,21768,48798,0.496291749,0.155382496,0.348325755,734959,634044,942068,780291,3.09E+06,00414GCF_000979825.1_gtlEnvA5udCFS.fna,185,0.41525721,31481,75232,81484,848283,850729,1193290,1199167,TRUE,4091469,1000107,0.167276843,0.399751324,0.432971833,0.244437145,330009,670098,0.329973693,9713,5705,32686
00415GCF_000979845.1_gtlEnvA5udCFS.fna,3467,179,0.051629651,1392,115,1781,0.423357664,0.034975669,0.541666667,0.442983655,68944,21634,48320,0.496364239,0.155754582,0.347881179,729168,630165,933943,775309,3.07E+06,00415GCF_000979845.1_gtlEnvA5udCFS.fna,144,0.415490393,31309,74298,80340,836577,839451,1183641,1174186,TRUE,4033855,965270,0.168375935,0.399565468,0.432058597,0.239292191,316695,648575,0.32808955,9675,5354,32020
00416GCF_000979855.1_gtlEnvA5udCFS.fna,3510,209,0.05954416,1399,116,1786,0.423810966,0.035140866,0.541048167,0.443634956,69218,21724,48505,0.496374967,0.155786786,0.347838247,732194,636454,937899,778530,3.09E+06,00416GCF_000979855.1_gtlEnvA5udCFS.fna,171,0.415511088,31238,74348,80846,838819,845466,1181429,1187812,TRUE,4053526,968449,0.167557072,0.398794198,0.43364873,0.238915206,315637,652812,0.325920105,9514,5130,32341
00417GCF_000979895.1_gtlEnvA5udCFS.fna,3408,177,0.05193662,1367,110,1754,0.423088827,0.034045187,0.542865986,0.444919586,67561,20964,46865,0.499010267,0.154841569,0.346148165,719551,622613,915037,759443,3.02E+06,00417GCF_000979895.1_gtlEnvA5udCFS.fna,157,0.417287183,30045,72133,77817,822652,833058,1143901,1168184,TRUE,3967795,951151,0.166921303,0.400750021,0.432328676,0.239717778,313546,637605,0.329649025,9081,4572,30952
00418GCF_000979915.1_gtlEnvA5udCFS.fna,3488,190,0.054472477,1394,116,1788,0.422680412,0.035172832,0.542146756,0.443981673,68841,21542,48129,0.49700387,0.155524431,0.347471699,732984,630747,933029,774833,3.07E+06,00418GCF_000979915.1_gtlEnvA5udCFS.fna,172,0.415806164,31149,75188,80557,841519,840466,1181289,1181844,TRUE,4045118,973525,0.166666667,0.40230291,0.431030424,0.240666651,318254,655271,0.326908913,9607,6347,32428
